Position ID,Bin ID,Price,Position Liquidity,Position X Amount,Position Y Amount,Liquidity Share (%)
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-75,0.15693148906148110602,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-74,0.16085477628801813367,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-73,0.16487614569521858701,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-72,0.16899804933759905168,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-71,0.17322300057103902797,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-70,0.17755357558531500367,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-69,0.18199241497494787877,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-68,0.18654222534932157573,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-67,0.19120578098305461513,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-66,0.19598592550763098051,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-65,0.20088557364532175502,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-64,0.20590771298645479889,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-63,0.21105540581111616887,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-62,0.21633179095639407309,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-61,0.22174008573030392492,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-60,0.22728358787356152304,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-59,0.23296567757040056111,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-58,0.23878981950966057514,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-57,0.24475956499740208952,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-56,0.25087855412233714176,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-55,0.2571505179753955703,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-54,0.26357928092478045956,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-53,0.27016876294789997105,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-52,0.27692298202159747033,0,0,0,0.00%
FpWWenUyCsej3Tfos8UEFUEETAd8KetNWoJxwGkdfbH5,-108,0.069474037332824336233,7.85944591702617202410966546e+26,0,42.6100193044679,2.20%
FpWWenUyCsej3Tfos8UEFUEETAd8KetNWoJxwGkdfbH5,-107,0.071210888266144944639,1.110019813443279529906631763e+27,0,60.17429666627357,3.08%
FpWWenUyCsej3Tfos8UEFUEETAd8KetNWoJxwGkdfbH5,-106,0.072991160472798568255,1.433959931110296020081361068e+27,0,77.7438063569291,3.91%
FpWWenUyCsej3Tfos8UEFUEETAd8KetNWoJxwGkdfbH5,-105,0.074815939484618532462,1.758097797861133349801117282e+27,0,95.30808720124847,4.73%
FpWWenUyCsej3Tfos8UEFUEETAd8KetNWoJxwGkdfbH5,-104,0.076686337971733995773,2.080110575070569456044537097e+27,0,112.7726756037086,5.54%
FpWWenUyCsej3Tfos8UEFUEETAd8KetNWoJxwGkdfbH5,-103,0.078603496421027345667,1.978670953955775434028843739e+27,0,107.27040119865926,5.27%
